id,tema,pregunta,a,b,c,d,correcta,ref
T10-0054,10,Las notificaciones por medios electrónicos se entenderán practicadas...,En el momento en que se envían.,En el momento en que se produzca el acceso a su contenido.,Cuando el interesado conteste.,A las 24 horas del envío.,B,Ley 39/2015 Art. 43
T10-0055,10,"Si una notificación electrónica es obligatoria y el interesado no accede a su contenido, ¿cuándo se entiende rechazada?",A los 5 días naturales.,A los 10 días naturales desde la puesta a disposición.,A los 15 días hábiles.,"Nunca, sigue pendiente.",B,Ley 39/2015 Art. 43
T10-0056,10,"Cuando el interesado o su representante rechace expresamente la notificación de una actuación administrativa, se le tendrá por...",Rebelde.,Notificado.,Desistido.,No notificado.,B,Ley 39/2015 Art. 41
T10-0057,10,La publicación de los actos administrativos sustituirá a la notificación cuando...,El acto tenga por destinatario a una pluralidad indeterminada de personas.,El acto sea favorable.,Lo decida el instructor por comodidad.,El interesado sea extranjero.,A,Ley 39/2015 Art. 45
T10-0058,10,"Si la notificación es infructuosa (desconocido o ignorado paradero), ¿cómo se procede?",Se archiva.,Se publica en el Boletín Oficial del Estado (BOE).,Se publica en el tablón de edictos del Ayuntamiento únicamente.,Se envía a la policía.,B,Ley 39/2015 Art. 44
T10-0059,10,Los actos de las Administraciones Públicas son nulos de pleno derecho cuando...,Incurran en cualquier infracción del ordenamiento jurídico.,Lesionen los derechos y libertades susceptibles de amparo constitucional.,Carezcan de motivación.,Sean dictados fuera de plazo.,B,Ley 39/2015 Art. 47
T10-0060,10,También son nulos de pleno derecho los actos dictados...,Por órgano incompetente por razón del territorio o la materia.,Por órgano incompetente por razón de jerarquía.,Sin informe preceptivo no vinculante.,Con defecto de forma.,A,Ley 39/2015 Art. 47
T10-0061,10,¿Es nulo de pleno derecho un acto que tenga un contenido imposible?,"No, es anulable.",Sí.,Solo si es penal.,Depende de la voluntad del órgano.,B,Ley 39/2015 Art. 47
T10-0062,10,El defecto de forma determinará la anulabilidad cuando...,Sea grave.,El acto carezca de los requisitos formales indispensables para alcanzar su fin o dé lugar a la indefensión de los interesados.,Siempre.,Nunca.,B,Ley 39/2015 Art. 48
T10-0063,10,La realización de actuaciones administrativas fuera del tiempo establecido para ellas implicará...,La nulidad de pleno derecho.,La anulabilidad solo si así lo impone la naturaleza del término o plazo.,La validez siempre.,Una sanción al funcionario.,B,Ley 39/2015 Art. 48
T10-0064,10,Los actos nulos o anulables que contengan los elementos constitutivos de otro distinto producirán los efectos de éste. Esto se denomina...,Conservación.,Conversión de actos viciados.,Convalidación.,Subsanación.,B,Ley 39/2015 Art. 50
T10-0065,10,El órgano que declare la nulidad dispondrá la conservación de...,Todos los actos posteriores.,Aquellos actos y trámites cuyo contenido se hubiera mantenido igual de no haberse cometido la infracción.,Ningún acto.,Solo los actos de prueba.,B,Ley 39/2015 Art. 51
T10-0066,10,La Administración podrá convalidar los actos anulables...,Nunca.,Subsanando los vicios de que adolezcan.,Solo si son nulos de pleno derecho.,Mediante decreto ley.,B,Ley 39/2015 Art. 52
T10-0067,10,"Si el vicio consiste en incompetencia jerárquica, la convalidación se realizará por...",El órgano inferior.,El órgano competente superior.,El juez.,El interesado.,B,Ley 39/2015 Art. 52
T10-0068,10,"Si el vicio consiste en la falta de alguna autorización, el acto será convalidado mediante...",El transcurso del tiempo.,El otorgamiento de la misma por el órgano competente.,El pago de una tasa.,La renuncia del interesado.,B,Ley 39/2015 Art. 52
T10-0101,10,"Según el artículo 54, ¿cuál de los siguientes actos NO requiere motivación obligatoria?",Los actos que se separen del criterio seguido en actuaciones precedentes.,Los actos de trámite que no decidan directa o indirectamente el fondo del asunto.,Los actos que rechacen pruebas propuestas por los interesados.,Los acuerdos de aplicación de la tramitación de urgencia.,B,Ley 39/2015 Art. 54 (Implícito en definición de actos motivados)
T10-0102,10,"Las medidas provisionales deberán ser confirmadas, modificadas o levantadas en el acuerdo de iniciación del procedimiento, que deberá efectuarse dentro de los...",10 días siguientes a su adopción.,15 días siguientes a su adopción.,20 días siguientes a su adopción.,5 días siguientes a su adopción.,B,Ley 39/2015 Art. 56
T10-0103,10,¿Pueden adoptarse medidas provisionales antes de iniciar el procedimiento?,"No, nunca.","Sí, en los casos de urgencia inaplazable y para la protección provisional de los intereses implicados.",Solo si lo solicita el interesado.,Solo en procedimientos sancionadores.,B,Ley 39/2015 Art. 56
T10-0104,10,Las medidas provisionales adoptadas antes del inicio del procedimiento quedarán sin efecto si no se inicia el procedimiento en...,10 días.,15 días.,1 mes.,2 meses.,B,Ley 39/2015 Art. 56
T10-0105,10,No se podrán adoptar medidas provisionales que puedan causar...,Perjuicios de difícil o imposible reparación.,Cualquier tipo de perjuicio económico.,Molestias a los interesados.,Retrasos en el procedimiento.,A,Ley 39/2015 Art. 56
T10-0106,10,La acumulación de procedimientos es posible cuando...,Lo pida el interesado.,Guarden identidad sustancial o íntima conexión.,Sean del mismo año.,Lo decida el instructor sin motivo.,B,Ley 39/2015 Art. 57
T10-0107,10,Contra el acuerdo de acumulación de procedimientos...,Cabe recurso de alzada.,No procederá recurso alguno.,Cabe recurso de reposición.,Cabe queja ante el Defensor del Pueblo.,B,Ley 39/2015 Art. 57
T10-0108,10,Los procedimientos se pueden iniciar...,De oficio o a solicitud del interesado.,Solo de oficio.,Solo a solicitud del interesado.,Por orden judicial exclusivamente.,A,Ley 39/2015 Art. 54 (Título IV)
T10-0109,10,La iniciación de oficio puede realizarse por...,"Iniciativa propia, orden superior, petición razonada de otros órganos o denuncia.",Solo por orden superior.,Solo por denuncia de particulares.,Solo por iniciativa propia del órgano competente.,A,Ley 39/2015 Art. 58
T10-0110,10,"Se entiende por ""propia iniciativa"" la actuación derivada del conocimiento...","Directo o indirecto de las circunstancias, conductas o hechos objeto del procedimiento por el órgano que tiene competencia para su inicio.",Por denuncia anónima.,Por rumores.,Por prensa.,A,Ley 39/2015 Art. 59
T10-0111,10,La orden superior para iniciar un procedimiento debe ser emitida por...,Un órgano administrativo superior jerárquico del competente para la iniciación.,El Defensor del Pueblo.,El Consejo de Estado.,Cualquier órgano de la Administración.,A,Ley 39/2015 Art. 60
T10-0112,10,La petición razonada de otros órganos para iniciar un procedimiento...,Vincula al órgano competente.,"No vincula al órgano competente, pero debe comunicar los motivos de la no iniciación.",Obliga a iniciar el expediente en 24 horas.,Es vinculante solo si viene de un Ministerio.,B,Ley 39/2015 Art. 61
T10-0113,10,"En los procedimientos de responsabilidad patrimonial, la petición razonada deberá individualizar...","La lesión producida, la relación de causalidad y su evaluación económica si fuera posible.",Solo la cuantía.,Solo el nombre del responsable.,La fecha del daño exclusivamente.,A,Ley 39/2015 Art. 61
T10-0114,10,La denuncia es el acto por el que cualquier persona...,Solicita una indemnización.,Pone en conocimiento de un órgano administrativo la existencia de un determinado hecho que pudiera justificar la iniciación de oficio.,Inicia un procedimiento judicial.,Se personan en el expediente.,B,Ley 39/2015 Art. 62
T10-0115,10,La presentación de una denuncia...,Confiere por sí sola la condición de interesado en el procedimiento.,"No confiere, por sí sola, la condición de interesado.",Obliga a la Administración a sancionar.,Otorga derecho a recompensa.,B,Ley 39/2015 Art. 62
T10-0116,10,"Cuando el denunciante haya participado en la comisión de una infracción, el órgano competente podrá eximirle del pago de la multa si...",Es el primero en aportar elementos de prueba que permitan iniciar el procedimiento o comprobar la infracción (clemencia).,Pide perdón.,Es insolvente.,Es menor de edad.,A,Ley 39/2015 Art. 62
T10-0117,10,Los procedimientos de naturaleza sancionadora se iniciarán siempre...,A solicitud del interesado.,De oficio por acuerdo del órgano competente.,Por orden judicial.,Por acuerdo entre partes.,B,Ley 39/2015 Art. 63
T10-0118,10,"En los procedimientos sancionadores, la fase instructora y la sancionadora se encomendarán a...",El mismo órgano.,Órganos distintos.,El juez de instrucción.,La policía.,B,Ley 39/2015 Art. 63
T10-0119,10,El acuerdo de iniciación en procedimientos sancionadores se notificará a...,El instructor y al inculpado (y al denunciante si la norma lo prevé).,Solo al instructor.,Solo al BOE.,Al público en general.,A,Ley 39/2015 Art. 64
T10-0120,10,Si el presunto responsable reconoce voluntariamente su responsabilidad en el acuerdo de iniciación sancionador...,Se archiva el caso.,Podrá resolverse el procedimiento con la imposición de la sanción procedente (reducciones).,Se le perdona la multa.,Se le juzga por lo penal.,B,Ley 39/2015 Art. 64/85
T10-0121,10,"Excepcionalmente, si al iniciar el sancionador no hay elementos suficientes para la calificación inicial, esta se realizará mediante...",Sentencia.,Pliego de cargos notificado posteriormente a los interesados.,Informe oral.,Decreto ley.,B,Ley 39/2015 Art. 64
T10-0122,10,El derecho a reclamar responsabilidad patrimonial prescribe...,A los 5 años.,Al año de producido el hecho o el acto que motive la indemnización o se manifieste su efecto lesivo.,A los 3 meses.,A los 10 años.,B,Ley 39/2015 Art. 67
T10-0123,10,"En caso de daños físicos o psíquicos, el plazo de prescripción de la responsabilidad patrimonial empieza a computarse desde...",El día del accidente.,La curación o la determinación del alcance de las secuelas.,El alta hospitalaria.,El pago de la baja.,B,Ley 39/2015 Art. 67
T10-0124,10,"Las solicitudes de iniciación de los interesados deberán contener, entre otros...","Lugar y fecha, firma, órgano al que se dirige y hechos/razones/petición.",Curriculum vitae.,Certificado de penales.,Copia del DNI compulsada.,A,Ley 39/2015 Art. 66
T10-0125,10,"Si una solicitud no reúne los requisitos exigidos, se requerirá al interesado para que subsane la falta en un plazo de...",15 días.,10 días.,20 días.,5 días.,B,Ley 39/2015 Art. 68
T10-0126,10,El plazo de subsanación de la solicitud puede ser ampliado prudencialmente hasta...,10 días más.,"5 días, salvo en procedimientos selectivos o de concurrencia competitiva.",1 mes.,No se puede ampliar.,B,Ley 39/2015 Art. 68
T10-0127,10,Si un sujeto obligado a relacionarse electrónicamente presenta su solicitud presencialmente...,Se admite y se tramita.,Se le requerirá para que la subsane a través de su presentación electrónica.,Se archiva directamente.,Se le pone una multa.,B,Ley 39/2015 Art. 68
T10-0128,10,"En caso de subsanación electrónica por haber presentado presencialmente debiendo ser electrónico, la fecha de presentación se considerará...",La de la presentación presencial.,Aquella en la que haya sido realizada la subsanación.,La del requerimiento.,La que elija el interesado.,B,Ley 39/2015 Art. 68
T10-0129,10,La declaración responsable es el documento en el que el interesado manifiesta bajo su responsabilidad que...,Quiere iniciar un trámite.,"Cumple con los requisitos establecidos en la normativa vigente, dispone de la documentación y se compromete a mantener su cumplimiento.",Es inocente.,Solicita una subvención.,B,Ley 39/2015 Art. 69
T10-0130,10,"La inexactitud, falsedad u omisión de carácter esencial en una declaración responsable determinará...",Una multa leve.,"La imposibilidad de continuar con el ejercicio del derecho o actividad afectada desde que se tenga constancia, sin perjuicio de responsabilidades.",La nulidad del procedimiento.,La suspensión temporal por 10 días.,B,Ley 39/2015 Art. 69
T10-0131,10,La comunicación previa es el documento mediante el que los interesados...,Piden permiso.,Ponen en conocimiento de la Administración sus datos identificativos o relevantes para el inicio de una actividad o ejercicio de un derecho.,Declaran impuestos.,Solicitan información.,B,Ley 39/2015 Art. 69
T10-0132,10,Las declaraciones responsables y comunicaciones permiten el inicio de la actividad...,Tras 3 meses de silencio.,"Desde el día de su presentación, sin perjuicio de facultades de control.",Tras la aprobación expresa.,Al día siguiente.,B,Ley 39/2015 Art. 69
T10-0133,10,¿Es posible exigir acumulativamente declaración responsable y comunicación para lo mismo?,"Sí, para mayor seguridad.","No, únicamente será exigible bien una u otra.",Depende de la CCAA.,"Sí, si es actividad peligrosa.",B,Ley 39/2015 Art. 69
T10-0134,10,"En los procedimientos de responsabilidad patrimonial, si se solicita indemnización por anulación de un acto, el derecho prescribe...",Al año de dictarse el acto anulado.,Al año de haberse notificado la resolución administrativa o sentencia definitiva anulatoria.,A los 6 meses.,No prescribe.,B,Ley 39/2015 Art. 67
T10-0135,10,El acuerdo de iniciación en procedimientos de responsabilidad patrimonial de oficio se notificará a los particulares presuntamente lesionados dándoles un plazo de...,15 días.,10 días para aportar alegaciones y pruebas.,20 días.,5 días.,B,Ley 39/2015 Art. 65
T10-0136,10,La acumulación de procedimientos debe ser dispuesta por...,El interesado.,El órgano administrativo que inicie o tramite el procedimiento.,El juez.,El superior jerárquico.,B,Ley 39/2015 Art. 57
T10-0137,10,Si el interesado no subsana la falta de requisitos de su solicitud en el plazo otorgado...,Se le pone una multa.,"Se le tendrá por desistido de su petición, previa resolución.",Se archiva sin más.,Se le concede un nuevo plazo.,B,Ley 39/2015 Art. 68
T10-0138,10,Los modelos de declaración responsable y comunicación deben estar...,Guardados en el archivo.,"Permanentemente publicados y actualizados, y fácilmente accesibles.",Disponibles previo pago.,En el BOE solamente.,B,Ley 39/2015 Art. 69
T10-0139,10,La presentación de una solicitud de inicio implica que el interesado...,Renuncia a sus derechos.,Puede exigir el correspondiente recibo que acredite fecha y hora de presentación.,Debe pagar una tasa siempre.,Acepta la resolución de antemano.,B,Ley 39/2015 Art. 66
T10-0140,10,Las oficinas de asistencia en materia de registros están obligadas a facilitar a los interesados...,Abogado de oficio.,El código de identificación del órgano al que se dirige la solicitud si lo desconocen.,Copias gratis.,Asesoramiento legal completo.,B,Ley 39/2015 Art. 66
T10-0141,10,"En los procedimientos sancionadores, no se podrán iniciar nuevos procedimientos por hechos continuados hasta que...",El infractor quiera.,Haya recaído una primera resolución sancionadora con carácter ejecutivo.,Pase un año.,Lo diga el juez.,B,Ley 39/2015 Art. 63
T10-0142,10,"La petición razonada de inicio por otros órganos debe especificar, en sancionadores...",La sanción exacta.,"La persona responsable, conductas, tipificación, lugar y fechas.",El nombre del instructor.,La cuenta bancaria para la multa.,B,Ley 39/2015 Art. 61
T10-0143,10,El acuerdo de iniciación de un procedimiento sancionador se considera propuesta de resolución cuando...,El instructor quiera.,Contenga un pronunciamiento preciso acerca de la responsabilidad imputada y el interesado no efectúe alegaciones en plazo.,Sea una infracción leve.,Lo firme el Ministro.,B,Ley 39/2015 Art. 64
T10-0144,10,La ampliación del plazo de subsanación de 5 días adicionales se aplica si...,El interesado está de vacaciones.,La aportación de los documentos requeridos presenta dificultades especiales.,El funcionario tiene mucho trabajo.,Es fin de semana.,B,Ley 39/2015 Art. 68
