id,tema,pregunta,a,b,c,d,correcta,ref
T07-0032,7,El acuerdo de paralización de actividad por riesgo grave e inminente adoptado por los representantes debe ser comunicado inmediatamente a...,El empresario y la autoridad laboral.,Solo a los trabajadores.,A los medios de comunicación.,Al juzgado de guardia.,A,LPRL Art. 21
T07-0033,7,¿Quién ratifica o anula la paralización acordada por los representantes de los trabajadores?,El empresario.,La autoridad laboral en el plazo de veinticuatro horas.,El juez de lo social.,El servicio de prevención ajeno.,B,LPRL Art. 21
T07-0034,7,Los trabajadores que interrumpan su actividad ante un riesgo grave e inminente...,Podrán ser sancionados si se equivocan.,"No podrán sufrir perjuicio alguno, salvo que hubieran obrado de mala fe o negligencia grave.",Perderán el sueldo de esas horas.,Serán despedidos procedentemente.,B,LPRL Art. 21
T07-0035,7,Es obligación de los trabajadores según el artículo 29...,Evaluar los riesgos de su puesto.,"Usar adecuadamente las máquinas, aparatos, herramientas, sustancias peligrosas, etc.",Comprar sus propios EPIs.,Designar a los delegados de prevención.,B,LPRL Art. 29
T07-0036,7,"Respecto a los dispositivos de seguridad, los trabajadores tienen la obligación de...",Desactivarlos si molestan.,No ponerlos fuera de funcionamiento y utilizarlos correctamente.,Repararlos si se estropean.,Diseñarlos.,B,LPRL Art. 29
T07-0037,7,"Si un trabajador observa una situación que entrañe un riesgo para la seguridad, debe...",Callarse.,Informar de inmediato a su superior jerárquico directo y a los trabajadores designados o delegados de prevención.,Intentar arreglarlo solo.,Anotarlo en su agenda.,B,LPRL Art. 29
T07-0038,7,El incumplimiento por los trabajadores de las obligaciones en materia de prevención tendrá la consideración de...,Falta administrativa.,Incumplimiento laboral (art. 58.1 ET) o falta disciplinaria (funcionarios).,Delito penal siempre.,Mera negligencia sin sanción.,B,LPRL Art. 29
T07-0039,7,Las cooperativas cuyos socios presten su trabajo...,Están excluidas de la Ley.,Les será de aplicación lo dispuesto en el artículo 29 sobre obligaciones de los trabajadores.,Tienen su propia ley de riesgos.,Solo cumplen si quieren.,B,LPRL Art. 29
T07-0040,7,El derecho de los trabajadores a una protección eficaz en materia de seguridad y salud supone...,Un deber de la Administración.,Un correlativo deber del empresario.,Una declaración de intenciones.,Un derecho constitucional sin desarrollo.,B,LPRL Art. 14
T07-0041,7,"Según el artículo 14, el empresario debe garantizar la seguridad y la salud de los trabajadores a su servicio...",Solo en horario diurno.,En todos los aspectos relacionados con el trabajo.,Solo en las instalaciones principales.,Salvo fuerza mayor.,B,LPRL Art. 14
T07-0042,7,¿Qué sucede con las obligaciones de los trabajadores en prevención?,Eximen al empresario de su responsabilidad.,No afectarán al principio de responsabilidad del empresario.,Son voluntarias.,Sustituyen a las del empresario.,B,LPRL Art. 14
T07-0043,7,Los instrumentos esenciales para la gestión y aplicación del plan de prevención de riesgos son...,El dinero y el tiempo.,La evaluación de riesgos laborales y la planificación de la actividad preventiva.,La formación y la información.,Los EPIs y las señales.,B,LPRL Art. 16
T07-0044,7,¿Cuándo debe actualizarse la evaluación de riesgos?,Nunca.,Cuando cambien las condiciones de trabajo o se detecten daños a la salud.,Cada 5 años.,Cuando lo pida el sindicato.,B,LPRL Art. 16
T07-0045,7,La planificación de la actividad preventiva se realizará...,Sin plazos.,"Para un período determinado, estableciendo fases y prioridades.",De golpe.,Cuando haya dinero.,B,LPRL Art. 16
T07-0046,7,El empresario debe consultar a los trabajadores y permitir su participación en el marco de...,Las cuestiones que afecten a la seguridad y salud en el trabajo.,Todas las decisiones de la empresa.,Los beneficios económicos.,La contratación de directivos.,A,LPRL Art. 18
T07-0047,7,¿Tienen los trabajadores derecho a efectuar propuestas al empresario en materia preventiva?,No, solo obedecer.,"Sí, así como a los órganos de participación.",Solo a través de burofax.,Solo en caso de accidente.,B
T07-0048,7,La formación preventiva deberá impartirse, siempre que sea posible...,Fuera del horario de trabajo.,Dentro de la jornada de trabajo.,En fin de semana.,Online desde casa.,B
T07-0049,7,"Para las medidas de emergencia, el empresario deberá tener en cuenta...",El tamaño y la actividad de la empresa, así como la posible presencia de personas ajenas.,Solo el número de trabajadores.,El presupuesto disponible.,La distancia al hospital.,A
T07-0050,7,"Si un trabajador abandona su puesto por riesgo grave e inminente sin que este exista realmente, pero habiendo actuado de buena fe...",Será despedido.,No podrá sufrir perjuicio alguno.,Será sancionado levemente.,Deberá pagar las horas perdidas.,B,LPRL Art. 21
T07-0051,7,Según el artículo 4, ¿qué factor NO se menciona expresamente para calificar la gravedad de un riesgo laboral?,La probabilidad de que se produzca el daño.,La severidad del daño.,El coste económico de la medida preventiva.,La valoración conjunta de probabilidad y severidad.,C
T07-0052,7,"La definición de """"equipo de trabajo"""" incluye cualquier...",Herramienta manual exclusivamente.,Vehículo de transporte personal.,Máquina, aparato," instrumento o instalación utilizada en el trabajo"""".""",Elemento de protección individual.
T07-0053,7,"¿Qué característica del trabajo se considera """"condición de trabajo"""" según el art. 4.7.a)?",El salario del trabajador.,El horario de entrada.,"Las características generales de los locales, instalaciones, equipos, productos y demás útiles.",La distancia al domicilio.,C,LPRL Art. 4
T07-0054,7,"En la definición de """"condición de trabajo""""", se incluyen expresamente los procedimientos para la utilización de...,Agentes sociales.,"Agentes físicos, químicos y biológicos.",Equipos informáticos.,Vehículos de empresa.,B
T07-0055,7,"¿Qué se entiende por ""equipo de protección individual"" según la definición legal (aunque no aparece explícita en el art. 4, se infiere del contexto preventivo)?",Cualquier equipo destinado a ser llevado o sujetado por el trabajador para que le proteja.,Cualquier equipo de trabajo.,Las protecciones colectivas.,La ropa de trabajo corriente.,A,LPRL Art. 4/17
T07-0056,7,El deber de protección del empresario es...,Condicional a los beneficios.,Incondicional y de protección eficaz.,Subsidiario al del Estado.,Voluntario.,B,LPRL Art. 14
T07-0057,7,El empresario debe adoptar las medidas necesarias para que los equipos de trabajo sean...,Nuevos.,Adecuados para el trabajo que deba realizarse y convenientemente adaptados a tal efecto.,De importación.,Baratos.,B,LPRL Art. 17
T07-0058,7,"Respecto a los principios de la acción preventiva (Art. 15), ¿cuál es el orden correcto?",Evaluar, proteger, evitar.,"Evitar los riesgos, evaluar los que no se puedan evitar, combatir los riesgos en su origen.",Proteger, formar
T07-0059,7,"El principio de ""adaptar el trabajo a la persona"" incluye...",La elección de los equipos y métodos de trabajo y producción.,La adaptación del salario.,La reducción de jornada siempre.,La jubilación anticipada.,A,LPRL Art. 15
T07-0060,7,"Al planificar la prevención, el empresario debe buscar un conjunto coherente que integre...",La técnica, la organización del trabajo, las condiciones de trabajo, las relaciones sociales y la influencia de los factores ambientales.,Solo la técnica y los equipos.,Solo la formación y la información.
T07-0061,7,Las medidas de prevención deben prever las distracciones o imprudencias no temerarias. ¿Qué principio de la acción preventiva se relaciona indirectamente con esto?,Sustituir lo peligroso por lo que entrañe poco o ningún peligro.,Tener en cuenta la evolución de la técnica.,Adaptar el trabajo a la persona.,Planificar la prevención.,D,LPRL Art. 15
T07-0062,7,La evaluación de riesgos debe extenderse a...,Solo los puestos peligrosos.,Cada uno de los puestos de trabajo de la empresa.,Solo a los trabajadores fijos.,Solo a la maquinaria.,B,LPRL Art. 16
T07-0063,7,"Si la evaluación de riesgos detecta una situación de riesgo, ¿qué documento debe elaborarse?",Un parte de accidente.,Una planificación de la actividad preventiva con plazos y responsables.,Una denuncia a la Inspección.,Una circular informativa.,B,LPRL Art. 16
T07-0064,7,¿Quién debe realizar la evaluación de riesgos?,El empresario personalmente siempre.,El servicio de prevención (propio o ajeno) o las personas designadas con la cualificación necesaria.,Los trabajadores afectados.,El comité de empresa.,B,LPRL Art. 16
T07-0065,7,La planificación de la actividad preventiva debe incluir...,Solo las medidas materiales.,Medios humanos y materiales y recursos económicos necesarios.,Solo la formación.,Solo la vigilancia de la salud.,B,LPRL Art. 16
T07-0066,7,El empresario debe asegurarse de que la información preventiva llega a los trabajadores...,Por escrito siempre.,De forma adecuada y comprensible.,En el tablón de anuncios únicamente.,Por correo electrónico.,B,LPRL Art. 18
T07-0067,7,La información a los trabajadores debe incluir...,Los riesgos para la seguridad y salud, las medidas preventivas y las medidas de emergencia.,Los resultados económicos de la empresa.,Los salarios de los directivos.,La estrategia comercial.,A
T07-0068,7,¿A través de quién se canaliza principalmente la información a los trabajadores?,Directamente a cada trabajador siempre.,"A través de sus representantes legales (delegados de prevención), aunque también directamente si no los hay o para riesgos específicos.",A través del sindicato mayoritario.,A través de la mutua.,B,LPRL Art. 18
T07-0069,7,El derecho de participación de los trabajadores en prevención incluye...,Derecho a voto en el consejo de administración.,Consultas acerca de la acción preventiva y participación a través de sus representantes.,Derecho a veto de decisiones empresariales.,Derecho a dirigir la empresa.,B,LPRL Art. 18
T07-0070,7,La formación preventiva (Art. 19) debe centrarse específicamente en...,Riesgos generales del sector.,El puesto de trabajo o función de cada trabajador.,Primeros auxilios avanzados.,Normativa legal genérica.,B,LPRL Art. 19
T07-0071,7,"Si un trabajador cambia de puesto de trabajo, ¿debe recibir nueva formación preventiva?",No, si ya la recibió al entrar.,"Sí, adaptada a las nuevas funciones o riesgos.",Solo si el riesgo es grave.,Solo si lo pide.,B
T07-0072,7,La formación preventiva puede ser impartida por...,Solo la empresa con medios propios.,La empresa con medios propios o concertándola con servicios ajenos.,Solo por sindicatos.,Solo por la Inspección de Trabajo.,B,LPRL Art. 19
T07-0073,7,El artículo 20 sobre medidas de emergencia exige al empresario analizar las posibles situaciones de emergencia y...,Contratar un seguro.,"Adoptar las medidas necesarias en materia de primeros auxilios, lucha contra incendios y evacuación.",Llamar a los bomberos preventivamente.,Comprar una ambulancia.,B,LPRL Art. 20
T07-0074,7,El personal designado para medidas de emergencia debe poseer...,Un título universitario.,"La formación necesaria, ser suficiente en número y disponer del material adecuado.",Carnet de conducir.,Experiencia previa en bomberos.,B,LPRL Art. 20
T07-0075,7,"Para garantizar la rapidez y eficacia de las medidas de emergencia, el empresario debe...",Organizar simulacros periódicos.,"Organizar las relaciones que sean necesarias con servicios externos (bomberos, sanitarios, etc.).",Instalar alarmas sonoras.,Tener un teléfono rojo.,B,LPRL Art. 20
T07-0076,7,"Ante un riesgo grave e inminente, el empresario debe disponer lo necesario para que los trabajadores...",Sigan trabajando con cuidado.,"Puedan interrumpir su actividad y, si fuera necesario, abandonar de inmediato el lugar de trabajo.",Se pongan el casco.,Firmen un descargo de responsabilidad.,B,LPRL Art. 21
T07-0077,7,"Si el empresario no adopta medidas ante riesgo grave e inminente, la paralización puede ser acordada por...",Cualquier trabajador.,La mayoría de los miembros del Comité de Empresa o Delegados de Personal (o Delegados de Prevención por mayoría).,Un solo delegado de prevención.,El vigilante de seguridad.,B,LPRL Art. 21
T07-0078,7,El acuerdo de paralización de actividad debe ser comunicado a la autoridad laboral...,En 24 horas.,De inmediato.,En 48 horas.,Cuando se pueda.,B,LPRL Art. 21
T07-0079,7,"La autoridad laboral, tras recibir comunicación de paralización, debe...",Sancionar a la empresa.,Ratificar o anular la paralización en 24 horas.,Mediar en el conflicto.,Enviar a la policía.,B,LPRL Art. 21
T07-0080,7,Los trabajadores tienen la obligación de usar correctamente...,Solo la maquinaria.,Los medios y equipos de protección facilitados por el empresario.,Su ropa de calle.,El teléfono móvil.,B,LPRL Art. 29
T07-0081,7,¿Qué deben hacer los trabajadores con los dispositivos de seguridad?,Comprobar su precio.,No ponerlos fuera de funcionamiento y utilizarlos correctamente.,Desmontarlos para limpiar.,Pintarlos de colores visibles.,B,LPRL Art. 29
T07-0082,7,La obligación de informar de inmediato sobre situaciones de riesgo corresponde a...,El jefe de seguridad.,"Todo trabajador, a su superior jerárquico y a los delegados de prevención/servicio de prevención.",Solo a los delegados de prevención.,Solo al comité de empresa.,B,LPRL Art. 29
T07-0083,7,Los trabajadores deben cooperar con el empresario para...,Aumentar la producción.,Garantizar unas condiciones de trabajo seguras.,Reducir costes.,Mejorar el clima laboral.,B,LPRL Art. 29
T07-0084,7,El incumplimiento de las obligaciones preventivas por los trabajadores se sanciona conforme a...,El Código Penal.,El artículo 58.1 del Estatuto de los Trabajadores (o régimen disciplinario funcionarial).,La Ley de Seguridad Ciudadana.,El Código Civil.,B,LPRL Art. 29
T07-0085,7,La Ley 31/1995 se aplica a las relaciones de carácter administrativo o estatutario del personal al servicio de las Administraciones Públicas con...,Plena igualdad.,Con las peculiaridades que se contemplan en la presente Ley o normas de desarrollo.,Sin excepciones.,Supletoriamente.,B,LPRL Art. 3
T07-0086,7,"En los centros militares, la Ley 31/1995...",No se aplica.,Será de aplicación con las particularidades previstas en su normativa específica.,Se aplica íntegramente.,Solo se aplica a civiles.,B,LPRL Art. 3
T07-0087,7,"Para los establecimientos penitenciarios, las actividades con características especiales se adaptarán a la Ley en los términos de...",La Ley Orgánica General Penitenciaria.,La Ley 7/1990 sobre negociación colectiva de empleados públicos.,El Estatuto de los Trabajadores.,El Reglamento Penitenciario.,B,LPRL Art. 3
T07-0088,7,"El concepto de ""riesgo laboral"" implica valorar conjuntamente...",Causa y efecto.,Probabilidad y severidad.,Coste y beneficio.,Tiempo y espacio.,B,LPRL Art. 4
T07-0089,7,"¿Se consideran ""daños derivados del trabajo"" las lesiones sufridas ""con motivo"" del trabajo?",No," solo """"con ocasión"""".""",Sí," """"con motivo u ocasión"""".""",Solo si hay baja médica.,Solo si hay secuelas.
T07-0090,7,"La ""condición de trabajo"" incluye todas aquellas características que...",Puedan influir en la productividad.,Puedan tener una influencia significativa en la generación de riesgos para la seguridad y salud.,Sean pactadas en contrato.,Dependan del trabajador.,B,LPRL Art. 4
T07-0091,7,"Los agentes físicos, químicos y biológicos presentes en el ambiente de trabajo son...",Riesgos laborales.,"Condiciones de trabajo (su naturaleza, intensidad, concentración).",Daños derivados.,Equipos de trabajo.,B,LPRL Art. 4
T07-0092,7,"La obligación de ""evaluar los riesgos que no se puedan evitar"" es un...",Deber del trabajador.,Principio de la acción preventiva (Art. 15).,Derecho sindical.,Trámite administrativo opcional.,B,LPRL Art. 15
T07-0093,7,Sustituir lo peligroso por lo que entrañe poco o ningún peligro es un principio de...,Economía.,Acción preventiva.,Ergonomía.,Ecología.,B,LPRL Art. 15
T07-0094,7,La adopción de medidas que antepongan la protección colectiva a la individual es...,Una recomendación.,Una obligación dentro de los principios de acción preventiva.,Una opción secundaria.,Inviable económicamente.,B,LPRL Art. 15
T07-0095,7,"Dar las debidas instrucciones a los trabajadores es un principio de...""",Mando.,Acción preventiva (Art. 15).,Disciplina.,Jerarquía.,B,LPRL Art. 15
T07-0096,7,Si se encomiendan tareas a un trabajador sin tomar en consideración sus capacidades profesionales en materia de seguridad...,Se comete una infracción.,Se incumple un principio de la acción preventiva (Art. 15).,Es legal si el trabajador acepta.,Es culpa del trabajador.,B,LPRL Art. 15
T07-0097,7,La planificación preventiva debe realizarse por...,Fases y prioridades.,Orden alfabético.,Sorteo.,Orden de coste.,A,LPRL Art. 16
T07-0098,7,"¿Qué debe hacer el empresario con los ""controles periódicos"" de las condiciones de trabajo?",Archivarlos.,Realizarlos cuando el resultado de la evaluación lo haga necesario.,Ignorarlos si todo va bien.,Hacerlos solo si hay auditoría.,B,LPRL Art. 16
T07-0099,7,"La formación preventiva (Art. 19) debe ser...""",Genérica.,Suficiente y adecuada.,Breve.,Online.,B,LPRL Art. 19
T07-0100,7,El coste de los equipos de protección individual (EPIs)...,Lo paga el trabajador.,No recaerá en modo alguno sobre los trabajadores (Art. 14.5).,Se deduce de los incentivos.,Se comparte al 50%.,B,LPRL Art. 14
T07-0101,7,"Según el artículo 2, la normativa sobre prevención de riesgos laborales tiene carácter de Derecho necesario mínimo indisponible, pudiendo ser mejorada y desarrollada en...",Los contratos individuales exclusivamente.,Los convenios colectivos.,Las circulares internas de la empresa.,Las recomendaciones de la OIT.,B,LPRL Art. 2
T07-0102,7,El artículo 3 establece que la Ley no será de aplicación en aquellas actividades cuyas particularidades lo impidan en el ámbito de las funciones públicas de...,Educación y sanidad.,Transporte público.,"Policía, seguridad y resguardo aduanero.",Construcción de carreteras.,C,LPRL Art. 3
T07-0103,7,¿Qué normativa inspirará la protección de la seguridad y salud en las funciones de policía y seguridad excluidas de la aplicación estricta de la Ley?,La normativa de la Guardia Civil.,Esta Ley (LPRL).,El Código Penal.,Las ordenanzas municipales.,B,LPRL Art. 3
T07-0104,7,"En la definición de ""riesgo laboral"" (Art. 4), se combina la probabilidad de que se produzca el daño y...",La frecuencia de exposición.,La severidad del mismo.,El número de trabajadores afectados.,El coste de la reparación.,B,LPRL Art. 4
T07-0105,7,"Según el artículo 4, se considerarán daños derivados del trabajo las enfermedades sufridas...",Solo si están catalogadas.,Con motivo u ocasión del trabajo.,Exclusivamente en el centro de trabajo.,Solo si causan incapacidad permanente.,B,LPRL Art. 4
T07-0106,7,"No se considera ""equipo de trabajo"" según el artículo 4...",Una instalación.,Una herramienta manual.,El uniforme de paseo.,Un aparato o instrumento.,C,LPRL Art. 4
T07-0107,7,"La ""condición de trabajo"" referente a los agentes físicos, químicos y biológicos incluye su naturaleza, intensidad y...",Su coste.,Su concentración o nivel de presencia.,Su origen geográfico.,Su marca comercial.,B,LPRL Art. 4
T07-0108,7,El empresario tiene el deber de proteger a los trabajadores frente a los riesgos laborales garantizando...,La felicidad laboral.,La seguridad y la salud en todos los aspectos relacionados con el trabajo.,Un seguro de vida universal.,La ausencia total de esfuerzo físico.,B,LPRL Art. 14
T07-0109,7,Las obligaciones de los trabajadores en materia de prevención (Art. 29) tienen la consideración de deberes...,Civiles.,Laborales.,Administrativos.,Morales.,B,LPRL Art. 29
T07-0110,7,"¿Qué principio de la acción preventiva (Art. 15) sugiere que no basta con medidas técnicas, sino que hay que influir en la organización y relaciones sociales?",Evaluar los riesgos.,Planificar la prevención.,Dar las debidas instrucciones.,Sustituir lo peligroso.,B,LPRL Art. 15
T07-0111,7,"El principio de ""sustituir lo peligroso por lo que entrañe poco o ningún peligro"" se encuentra en el artículo...",14.,16.,15.,18.,C,LPRL Art. 15
T07-0112,7,¿Qué debe hacer el empresario si los resultados de la evaluación de riesgos lo hacen necesario?,Despedir al trabajador.,Realizar controles periódicos de las condiciones de trabajo y de la actividad de los trabajadores.,Ignorarlo si es costoso.,Solicitar una subvención.,B,LPRL Art. 16
T07-0113,7,La evaluación inicial de riesgos deberá tener en cuenta...,La opinión de los clientes.,La naturaleza de la actividad y las características de los puestos de trabajo y de los trabajadores.,El balance de cuentas.,La competencia del mercado.,B,LPRL Art. 16
T07-0114,7,"Si se detectan situaciones de riesgo, el empresario planificará la actividad preventiva para...",Aumentar la producción.,Eliminar o reducir y controlar tales riesgos.,Cumplir el expediente.,Justificar gastos.,B,LPRL Art. 16
T07-0115,7,La planificación de la actividad preventiva debe establecer...,Fases y prioridades.,Un presupuesto ilimitado.,Sanciones para los trabajadores.,Horarios de descanso.,A,LPRL Art. 16
T07-0116,7,El empresario debe proporcionar a los trabajadores equipos de protección individual (EPIs) que sean...,Baratos.,Adecuados.,De talla única.,Opcionales.,B,LPRL Art. 17
T07-0117,7,¿Quién debe velar por el uso efectivo de los equipos de protección individual según el artículo 17?,El propio trabajador únicamente.,El empresario.,El sindicato.,La inspección de trabajo.,B,LPRL Art. 17
T07-0118,7,El derecho de información de los trabajadores (Art. 18) comprende las medidas adoptadas de conformidad con lo dispuesto en el artículo 20 sobre...,Evaluación de riesgos.,Medidas de emergencia.,Planificación preventiva.,Vigilancia de la salud.,B,LPRL Art. 18/20
