id,tema,pregunta,a,b,c,d,correcta,ref
T08-0015,8,"Cualquier persona podrá recabar la tutela del derecho a la igualdad ante los tribunales, incluso tras la terminación de la relación en la que supuestamente se ha producido la discriminación. Este derecho se aplica a...",Solo personas físicas.,Personas físicas y jurídicas con interés legítimo.,Solo sindicatos.,Solo el Ministerio Fiscal.,B,LO 3/2007 Art. 12
T08-0016,8,"En los procedimientos en los que las alegaciones de la parte actora se fundamenten en actuaciones discriminatorias, corresponderá a la parte demandada...",Negar los hechos.,Probar la ausencia de discriminación en las medidas adoptadas y su proporcionalidad.,Pagar las costas siempre.,Solicitar el archivo.,B,LO 3/2007 Art. 13
T08-0017,8,La inversión de la carga de la prueba prevista en el artículo 13 NO será de aplicación a...,Los procesos civiles.,Los procesos penales y sancionadores administrativos.,Los procesos laborales.,Los recursos contencioso-administrativos.,B,LO 3/2007 Art. 13
T08-0018,8,El Título V de la Ley 3/2007 regula el principio de igualdad en...,La empresa privada.,El empleo público.,Los medios de comunicación.,La educación.,B,LO 3/2007 Título V
T08-0019,8,"Según el artículo 51, las Administraciones públicas deben remover los obstáculos que impliquen la pervivencia de cualquier tipo de discriminación con el fin de ofrecer condiciones de igualdad efectiva en...",El acceso y la promoción exclusivamente.,El acceso al empleo público y en el desarrollo de la carrera profesional.,Las retribuciones básicas solamente.,Los permisos de vacaciones.,B,LO 3/2007 Art. 51
T08-0020,8,"Para asegurar la igualdad en el empleo público, las Administraciones aprobarán y evaluarán...",Convenios colectivos.,Planes de igualdad.,Leyes orgánicas.,Reglamentos disciplinarios.,B,LO 3/2007 Art. 51
T08-0021,8,Las pruebas de acceso al empleo público se someterán a un informe de impacto de género...,Siempre.,Cuando se establezcan o modifiquen las bases de las convocatorias (siempre que no sean de mero trámite).,Solo en la AGE.,Nunca.,B,LO 3/2007 Art. 51 (Interpretación principios)
T08-0022,8,"En las ofertas de empleo público, ¿qué porcentaje se debe reservar para mujeres según la Ley 3/2007?",El 50%.,"No establece una cuota fija, sino el principio de presencia equilibrada.",El 40%.,El 60%.,B,LO 3/2007 Art. 52/53
T08-0023,8,El Gobierno aprobará un Plan de Igualdad en la Administración General del Estado al inicio de...,Cada año.,Cada legislatura.,Cada década.,Cada semestre.,B,LO 3/2007 Art. 64
T08-0024,8,El principio de presencia equilibrada en los órganos de selección y valoración (art. 53) implica que...,Haya el mismo número exacto de hombres y mujeres.,Se tienda a que ningún sexo supere el 60% ni sea menos del 40%.,Haya más mujeres que hombres.,Solo se aplica a los presidentes.,B,LO 3/2007 (Disp. Adic. 1ª y contexto Art 53)
T08-0025,8,"Si en un tribunal de selección no se puede cumplir la paridad por razones fundadas y objetivas, se debe...",Suspender la convocatoria.,Motivar la excepción.,Cambiar el tribunal.,Anular las oposiciones.,B,LO 3/2007 Art. 53
T08-0026,8,"En la designación de representantes de la Administración General del Estado en órganos colegiados, se deberá observar el principio de...",Jerarquía.,Presencia equilibrada de mujeres y hombres.,Antigüedad.,Mérito y capacidad.,B,LO 3/2007 Art. 54
T08-0027,8,La Administración General del Estado llevará un registro desagregado por sexo de...,Los sueldos.,Los cargos nombrados y de los miembros de órganos colegiados.,Las bajas médicas.,Los viajes oficiales.,B,LO 3/2007 Art. 54 (Implícito en deber de información)
T08-0028,8,El informe de impacto de género es preceptivo para la aprobación de...,Solo Leyes Orgánicas.,"Proyectos de ley, reglamentos y planes de especial relevancia económica y social.",Cualquier acto administrativo.,Solo los Presupuestos.,B,LO 3/2007 Art. 19 (Referencia cruzada) / Art 55 (Contexto AGE)
T08-0029,8,La licencia por riesgo durante el embarazo en el ámbito de la función pública se considera una situación protegida a efectos de...,Jubilación.,Retribuciones y cotización.,Antigüedad solamente.,Vacaciones.,B,LO 3/2007 Art. 58
T08-0030,8,Las funcionarias víctimas de violencia de género tienen derecho a la excedencia...,Por un plazo máximo de 3 años.,Sin necesidad de haber prestado un tiempo mínimo de servicios previos.,Con sueldo íntegro siempre.,Solo si tienen hijos.,B,LO 3/2007 Art. 58 (Modificación EBEP)
T08-0031,8,"En el ámbito de la AGE, se promoverá la formación en igualdad...",Solo para mujeres.,Para todos los empleados públicos.,Solo para directivos.,Solo para sindicatos.,B,LO 3/2007 Art. 51
T08-0032,8,El protocolo de actuación frente al acoso sexual y por razón de sexo en la AGE debe ser...,Secreto.,Negociado con la representación legal de los trabajadores.,Impuesto por el Ministro.,Opcional.,B,LO 3/2007 Art. 62
T08-0033,8,"Para la evaluación del cumplimiento del principio de igualdad en el empleo público, se elaborará un informe...",Semestral.,Anual.,Quinquenal.,Mensual.,B,LO 3/2007 Art. 64
T08-0034,8,Las normas sobre personal de las Fuerzas Armadas procurarán la efectividad del principio de igualdad especialmente en...,El uniforme.,"El régimen de acceso, formación, ascensos, destinos y situaciones administrativas.",El saludo militar.,El armamento.,B,LO 3/2007 Art. 65
T08-0035,8,Las normas de igualdad y conciliación de la Administración Pública se aplicarán a las Fuerzas Armadas...,Directamente.,Con las adaptaciones que resulten necesarias y en los términos de su normativa específica.,No se aplican.,Solo en tiempo de paz.,B,LO 3/2007 Art. 66
T08-0036,8,"En las Fuerzas y Cuerpos de Seguridad del Estado, se promoverá la igualdad efectiva impidiendo discriminación en...",El acceso y la formación.,"El sistema de acceso, formación, ascensos, destinos y situaciones administrativas.",El uso de la fuerza.,Los horarios de patrulla.,B,LO 3/2007 Art. 67
T08-0037,8,"La conciliación de la vida personal, familiar y profesional en las Fuerzas y Cuerpos de Seguridad se regirá por...",El Estatuto de los Trabajadores.,"Las normas de la Administración Pública, adaptándose a las peculiaridades de sus funciones.",La libre voluntad del mando.,El Código Penal Militar.,B,LO 3/2007 Art. 68
T08-0038,8,El permiso de paternidad (actualmente permiso del progenitor diferente de la madre biológica) se reconoce en la Ley 3/2007 como una medida para...,Fomentar la natalidad.,Fomentar la corresponsabilidad y la conciliación.,Dar descanso al padre.,Reducir el paro.,B,LO 3/2007 (Preámbulo y contexto Art 51)
T08-0039,8,La protección frente al acoso sexual y por razón de sexo en la Administración incluye...,Solo sanciones penales.,La adopción de medidas preventivas y protocolos de actuación.,Solo el traslado de la víctima.,La mediación obligatoria.,B,LO 3/2007 Art. 62
T08-0040,8,¿Qué órgano evalúa anualmente el cumplimiento del Plan de Igualdad en la AGE?,El Parlamento.,El Consejo de Ministros.,El Tribunal de Cuentas.,Los sindicatos.,B,LO 3/2007 Art. 64
T08-0041,8,La discriminación por embarazo se considera discriminación...,Indirecta.,Directa por razón de sexo.,Laboral genérica.,Justificada.,B,LO 3/2007 Art. 8
T08-0042,8,Las acciones positivas (Art. 11) deben ser...,Eternas.,Razonables y proporcionadas en relación con el objetivo perseguido.,Discriminatorias para los hombres.,Económicas.,B,LO 3/2007 Art. 11
T08-0043,8,El acoso por razón de sexo se diferencia del acoso sexual en que...,No es grave.,"No tiene naturaleza sexual, sino que se basa en el sexo de la persona.",Es físico y no verbal.,Solo afecta a hombres.,B,LO 3/2007 Art. 7
T08-0044,8,"Si una mujer es tratada desfavorablemente por ejercer sus derechos de conciliación, se considera...",Mala suerte.,Discriminación por razón de sexo.,Problema organizativo.,Conflicto laboral común.,B,LO 3/2007 Art. 6
T08-0045,8,La tutela judicial efectiva contra la discriminación comprende la adopción de medidas cautelares para...,Castigar al culpable.,El cese inmediato de la conducta discriminatoria.,Recaudar fondos.,Publicar la sentencia.,B,LO 3/2007 Art. 12
T08-0046,8,"En un juicio por discriminación de género, ¿quién debe probar que la medida adoptada no es discriminatoria?",La víctima.,La parte demandada (inversión de la carga de la prueba).,El juez.,El fiscal.,B,LO 3/2007 Art. 13
T08-0047,8,"Las Administraciones Públicas, en el ámbito de sus competencias, deben fomentar la implantación de planes de igualdad en...",Solo empresas públicas.,"Las empresas privadas, especialmente en las pymes.",Solo multinacionales.,Solo ONGs.,B,LO 3/2007 (Principio general Art 49 implícito en Título V)
T08-0048,8,El principio de igualdad de trato se aplicará a...,Solo españoles.,Todas las personas físicas y jurídicas en territorio español.,Solo residentes legales.,Solo trabajadores por cuenta ajena.,B,LO 3/2007 Art. 2
T08-0049,8,Las obligaciones establecidas en la Ley 3/2007 serán de aplicación a...,Solo el Estado.,"Toda persona, física o jurídica, que se encuentre o actúe en territorio español.",Solo la Administración.,Solo las grandes empresas.,B,LO 3/2007 Art. 2
T08-0050,8,La definición de discriminación indirecta exige que la disposición aparentemente neutra ponga a personas de un sexo en...,Peligro.,Desventaja particular con respecto a personas del otro.,Situación de superioridad.,Conflicto legal.,B,LO 3/2007 Art. 6
T08-0051,8,"En el acceso al empleo, ¿cuándo NO constituye discriminación una diferencia de trato basada en el sexo?",Nunca, siempre es discriminación.,"Cuando constituya un requisito profesional esencial y determinante, siempre que el objetivo sea legítimo y el requisito proporcionado.",Cuando lo decida el empresario por razones organizativas.,Cuando se trate de trabajos físicos.,B
T08-0052,8,"Según el artículo 6.3, ¿se considera discriminatoria la orden de discriminar?",Sí, solo si es directa.,"Sí, tanto directa como indirectamente.",No, solo la ejecución de la orden.,Solo si se da por escrito.
T08-0053,8,"En los litigios sobre acoso sexual y acoso por razón de sexo, ¿quién está legitimado para intervenir?",Cualquier sindicato.,Únicamente la persona acosada.,El comité de empresa.,La Inspección de Trabajo de oficio.,B,LO 3/2007 Art. 12
T08-0054,8,"El órgano judicial, en procedimientos sobre discriminación, podrá recabar informe o dictamen de...",La policía.,Los organismos públicos competentes.,Un perito privado pagado por el demandante.,El Instituto Nacional de Estadística.,B,LO 3/2007 Art. 13
T08-0055,8,Las medidas de acción positiva (art. 11) serán aplicables...,Indefinidamente.,En tanto subsistan las situaciones de patente desigualdad de hecho.,Durante un máximo de 5 años.,Hasta que lo decida el juez.,B,LO 3/2007 Art. 11
T08-0056,8,La igualdad de trato y oportunidades se garantizará también en el acceso al trabajo...,Solo por cuenta ajena.,Incluso al trabajo por cuenta propia.,Solo en el sector público.,Exclusivamente en grandes empresas.,B,LO 3/2007 Art. 5
T08-0057,8,El principio de presencia equilibrada se aplica a los nombramientos que correspondan a la AGE en...,Los consejos de barrio.,Los consejos de administración de las empresas en cuyo capital participe.,Las comunidades de vecinos.,Las asociaciones culturales.,B,LO 3/2007 Art. 54
T08-0058,8,"La aprobación de convocatorias de pruebas selectivas para el empleo público deberá acompañarse de un informe de impacto de género, salvo...",En las oposiciones libres.,En casos de urgencia.,En los concursos de méritos.,En la promoción interna.,B,LO 3/2007 Art. 55
T08-0059,8,"En las bases de los concursos para la provisión de puestos de trabajo, ¿se computa el tiempo permanecido en excedencia por cuidado de familiares?",No, porque no es servicio activo.,"Sí, a los efectos de valoración del trabajo desarrollado y de los correspondientes méritos.",Solo a efectos de antigüedad.,Solo si se solicita el reingreso antes de un año.,B
T08-0060,8,"Durante la licencia por riesgo durante el embarazo, se garantizará...",El 75% de las retribuciones.,La plenitud de los derechos económicos de la funcionaria.,El sueldo base sin complementos.,Solo la cotización a la Seguridad Social.,B,LO 3/2007 Art. 58
T08-0061,8,"Si el periodo de vacaciones coincide con una incapacidad temporal derivada del embarazo, la empleada pública tendrá derecho a disfrutarlas...",Perdiendo los días coincidentes.,"En fecha distinta, aunque haya terminado el año natural al que correspondan.",Solo si sobran días.,Antes de la baja médica obligatoriamente.,B,LO 3/2007 Art. 59
T08-0062,8,¿Quiénes tienen preferencia durante un año en la adjudicación de plazas para cursos de formación?,Los mayores de 55 años.,Quienes se hayan incorporado al servicio activo procedentes del permiso de maternidad/paternidad o excedencia por cuidado.,Los funcionarios de nuevo ingreso.,Los representantes sindicales.,B,LO 3/2007 Art. 60
T08-0063,8,"Para facilitar el acceso a puestos directivos, ¿qué porcentaje de plazas en cursos de formación se reservará a empleadas públicas?",Al menos el 50%.,Al menos un 40%.,El 60%.,El 30%.,B,LO 3/2007 Art. 60
T08-0064,8,Las pruebas de acceso al empleo público de la AGE contemplarán...,Pruebas físicas diferenciadas.,El estudio y la aplicación del principio de igualdad entre mujeres y hombres.,Una entrevista personal obligatoria.,Un test de personalidad.,B,LO 3/2007 Art. 61
T08-0065,8,El protocolo de actuación frente al acoso (Art. 62) debe incluir el tratamiento...,Público de las denuncias.,Reservado de las denuncias.,Judicial inmediato.,Disciplinario automático.,B,LO 3/2007 Art. 62
T08-0066,8,El Plan de Igualdad en la AGE será objeto de negociación con...,El Consejo de Estado.,La representación legal de los empleados públicos.,Las asociaciones feministas.,El Parlamento.,B,LO 3/2007 Art. 64
T08-0067,8,El cumplimiento del Plan de Igualdad en la AGE será evaluado anualmente por...,El Ministerio de Igualdad.,El Consejo de Ministros.,La Inspección de Trabajo.,El Defensor del Pueblo.,B,LO 3/2007 Art. 64
T08-0068,8,"En las Fuerzas Armadas, las normas de igualdad se aplicarán especialmente en...",El código disciplinario.,"El régimen de acceso, formación, ascensos, destinos y situaciones administrativas.",Las misiones internacionales.,El uso de uniformes.,B,LO 3/2007 Art. 65
T08-0069,8,La prevención de la violencia de género y sexual en las Fuerzas y Cuerpos de Seguridad se regirá por...,El Código Penal Militar.,"Las normas referidas al personal de las administraciones públicas, adaptándose a las peculiaridades de sus funciones.",La Ley de Enjuiciamiento Criminal.,Reglamentos internos secretos.,B,LO 3/2007 Art. 68
T08-0070,8,La información sobre la aplicación del principio de igualdad que los Ministerios remiten anualmente debe incluir datos desagregados por...,Edad.,Sexo.,Provincia.,Antigüedad.,B,LO 3/2007 Art. 63
T08-0071,8,¿Qué se entiende por presencia equilibrada según la Disposición Adicional Primera de la Ley (referida en el contexto de la ley)?,50% exacto de cada sexo.,Que las personas de cada sexo no superen el 60% ni sean menos del 40%.,Que haya más mujeres que hombres.,Cualquier proporción decidida por el órgano.,B,LO 3/2007 (Principio general)
T08-0072,8,El condicionamiento de un derecho a la aceptación de una situación de acoso sexual se considera...,Coacción.,Acto de discriminación por razón de sexo.,Delito de agresiones.,Infracción leve.,B,LO 3/2007 Art. 7
T08-0073,8,La nulidad de los actos discriminatorios dará lugar a responsabilidad a través de un sistema de...,Multas administrativas solo.,"Reparaciones o indemnizaciones reales, efectivas y proporcionadas.",Disculpas públicas.,Reingreso obligatorio.,B,LO 3/2007 Art. 10
T08-0074,8,"Las obligaciones de la Ley 3/2007 se aplican a toda persona que actúe en territorio español, cualquiera que fuese su...",Situación legal.,"Nacionalidad, domicilio o residencia.",Estado civil.,Condición laboral.,B,LO 3/2007 Art. 2
T08-0075,8,El principio de igualdad se integrará en la interpretación y aplicación de...,Solo las leyes laborales.,Las normas jurídicas (principio informador del ordenamiento).,Los convenios privados.,Las sentencias penales solo.,B,LO 3/2007 Art. 4
T08-0076,8,El acoso por razón de sexo requiere que el comportamiento se realice...,Con violencia física.,En función del sexo de una persona.,Con intención sexual explícita.,Por un superior jerárquico.,B,LO 3/2007 Art. 7
T08-0077,8,La inversión de la carga de la prueba (Art. 13) no se aplica en...,Los procesos de despido.,Los procesos penales.,Los procesos contencioso-administrativos.,Los procesos civiles.,B,LO 3/2007 Art. 13
T08-0078,8,"En la AGE, se debe fomentar la formación en igualdad...",Solo al inicio.,Tanto en el acceso al empleo público como a lo largo de la carrera profesional.,Solo para los mandos.,De forma voluntaria.,B,LO 3/2007 Art. 51
T08-0079,8,Los tribunales de selección de la AGE responderán al principio de presencia equilibrada salvo...,Por falta de candidatos.,"Por razones fundadas y objetivas, debidamente motivadas.",Si son plazas de urgencia.,Si lo deciden los sindicatos.,B,LO 3/2007 Art. 53
T08-0080,8,La designación de representantes de la AGE en comités de expertos internacionales debe respetar...,El turno rotatorio.,El principio de presencia equilibrada.,La antigüedad en el cargo.,El idioma.,B,LO 3/2007 Art. 54
T08-0081,8,El Gobierno aprobará el Plan de Igualdad en la AGE al inicio de...,Cada año natural.,Cada legislatura.,Cada ejercicio presupuestario.,El mandato del Presidente.,B,LO 3/2007 Art. 64
T08-0082,8,¿Qué ministerio recibe la información anual sobre la aplicación del principio de igualdad en los departamentos ministeriales?,El Ministerio de Justicia.,Los Ministerios de Trabajo y Asuntos Sociales y de Administraciones Públicas (según denominación original en Ley).,El Ministerio de Hacienda.,El Ministerio del Interior.,B,LO 3/2007 Art. 63
T08-0083,8,El permiso de paternidad se reconoce con la finalidad de...,Aumentar las vacaciones.,Proteger la maternidad y facilitar la conciliación.,Sustituir a la madre.,Reducir costes.,B,LO 3/2007 Art. 56
T08-0084,8,La licencia por riesgo durante la lactancia natural garantiza...,La reducción de jornada.,La plenitud de derechos económicos.,El cambio de centro.,La excedencia forzosa.,B,LO 3/2007 Art. 58
T08-0085,8,El derecho a disfrutar vacaciones en fecha distinta por coincidencia con permiso de paternidad...,No existe.,Se reconoce expresamente en el artículo 59.,Solo si el padre lo solicita con 2 meses de antelación.,Depende del jefe.,B,LO 3/2007 Art. 59
T08-0086,8,La reserva del 40% de plazas en cursos de formación se dirige a...,Cursos de informática.,Cursos que faciliten la promoción profesional y el acceso a puestos directivos.,Cursos de idiomas.,Cursos de prevención de riesgos.,B,LO 3/2007 Art. 60
T08-0087,8,La formación sobre prevención de la violencia de género en la AGE se dirigirá a...,Las mujeres víctimas.,Todo su personal.,Solo a los servicios de seguridad.,Solo a los trabajadores sociales.,B,LO 3/2007 Art. 61
T08-0088,8,El protocolo frente al acoso sexual debe identificar...,Las sanciones.,A las personas responsables de atender a quienes formulen una queja.,La lista de acosadores.,El juzgado competente.,B,LO 3/2007 Art. 62
T08-0089,8,La instrucción a todo el personal de su deber de respetar la dignidad es un principio del...,Código Penal.,Protocolo de actuación frente al acoso (Art. 62).,Estatuto de los Trabajadores.,Reglamento de Régimen Interior.,B,LO 3/2007 Art. 62
T08-0090,8,El Plan de Igualdad establecerá...,Sanciones.,"Los objetivos a alcanzar y las estrategias o medidas a adoptar"""".""",El presupuesto detallado.,El nombre de los responsables.,B,LO 3/2007 Art. 64
T08-0091,8,Las normas de las Fuerzas Armadas procurarán la efectividad del principio de igualdad...,En el combate.,"En el régimen de acceso, formación, ascensos, destinos y situaciones administrativas.",En el saludo.,En las retribuciones de guerra.,B,LO 3/2007 Art. 65
T08-0092,8,La conciliación de la vida personal y familiar en las Fuerzas y Cuerpos de Seguridad se aplicará...,Sin restricciones.,Adaptándose a las peculiaridades de las funciones que tienen encomendadas.,Solo en servicios administrativos.,Según el criterio del sindicato policial.,B,LO 3/2007 Art. 68
T08-0093,8,La discriminación por maternidad se considera discriminación directa por razón de sexo. ¿Incluye esto todo trato desfavorable relacionado con el embarazo?,No, solo el despido.,"Sí, todo trato desfavorable relacionado con el embarazo o la maternidad.",Solo si hay baja médica.,Depende de la semana de gestación.,B
T08-0094,8,El acoso sexual se define como comportamiento de naturaleza sexual que tenga el propósito o...,El motivo.,Produzca el efecto de atentar contra la dignidad.,La intención probada.,El resultado físico.,B,LO 3/2007 Art. 7
T08-0095,8,La discriminación indirecta puede justificarse objetivamente si...,Ahorra costes.,Atiende a una finalidad legítima y los medios son necesarios y adecuados.,Es tradición en la empresa.,Nadie se queja.,B,LO 3/2007 Art. 6
T08-0096,8,El principio de igualdad de trato supone la ausencia de toda discriminación...,Directa.,Directa o indirecta.,Laboral.,Salarial.,B,LO 3/2007 Art. 3
T08-0097,8,¿Qué tipo de discriminación es aquella en la que una norma aparentemente neutra perjudica más a un sexo?,Directa.,Indirecta.,Inversa.,Positiva.,B,LO 3/2007 Art. 6
T08-0098,8,Las medidas de protección frente al acoso sexual en la AGE deben ser...,Teóricas.,Efectivas (Art. 51.e).,Voluntarias.,Sancionadoras exclusivamente.,B,LO 3/2007 Art. 51
T08-0099,8,El Gobierno atenderá al principio de presencia equilibrada en el nombramiento de titulares de órganos directivos considerados...,Individualmente.,En su conjunto.,Por ministerios.,Por orden alfabético.,B,LO 3/2007 Art. 52
T08-0100,8,La representación de la AGE en comisiones de valoración de méritos se ajustará al principio de...,Jerarquía.,Composición equilibrada de ambos sexos.,Antigüedad.,Especialización.,B,LO 3/2007 Art. 53
T08-0101,8,¿Qué finalidad persigue la Ley Orgánica 3/2007 según su artículo 1?,Eliminar el paro femenino.,"Alcanzar una sociedad más democrática, más justa y más solidaria.",Sancionar a las empresas discriminatorias.,Crear un ministerio de igualdad.,B,LO 3/2007 Art. 1
T08-0102,8,Las obligaciones establecidas en la Ley 3/2007 se aplican a las personas jurídicas...,Solo públicas.,Tanto públicas como privadas.,Solo privadas con ánimo de lucro.,Solo fundaciones.,B,LO 3/2007 Art. 2
T08-0103,8,"El principio de igualdad de trato y de oportunidades es un principio informador del ordenamiento jurídico, por lo que...",Solo sirve para orientar.,Se integrará y observará en la interpretación y aplicación de las normas jurídicas.,No tiene fuerza vinculante.,Solo se aplica en derecho civil.,B,LO 3/2007 Art. 4
T08-0104,8,No constituirá discriminación en el acceso al empleo una diferencia de trato basada en el sexo cuando el requisito profesional sea...,Conveniente.,Esencial y determinante.,Tradicional en el sector.,Aprobado por convenio.,B,LO 3/2007 Art. 5
T08-0105,8,La discriminación directa por razón de sexo se define como la situación en que una persona sea tratada...,De forma diferente.,De manera menos favorable que otra en situación comparable.,Con discriminación positiva.,Con indiferencia.,B,LO 3/2007 Art. 6
T08-0106,8,"Para que exista discriminación indirecta, la disposición, criterio o práctica debe ser...",Claramente machista.,Aparentemente neutra.,Ilegal de origen.,Exclusiva para mujeres.,B,LO 3/2007 Art. 6
T08-0107,8,El acoso sexual se considera discriminatorio incluso si...,No hay contacto físico.,"Crea un entorno intimidatorio, degradante u ofensivo (aunque no haya propósito explícito, basta el efecto).",Es entre personas del mismo sexo.,Ocurre fuera del trabajo.,B,LO 3/2007 Art. 7
T08-0108,8,Constituye discriminación directa por razón de sexo todo trato desfavorable a las mujeres relacionado con...,Su estado civil.,El embarazo o la maternidad.,Su edad.,Su nivel de estudios.,B,LO 3/2007 Art. 8
T08-0109,8,La indemnidad frente a represalias protege contra cualquier trato adverso que obedezca a...,Una huelga.,"Una queja, reclamación, denuncia, demanda o recurso para exigir el cumplimiento del principio de igualdad.",Una opinión política.,Una baja médica.,B,LO 3/2007 Art. 9
T08-0110,8,"Los actos discriminatorios son nulos y sin efecto, y darán lugar a responsabilidad a través de un sistema de...",Sanciones penales.,"Reparaciones o indemnizaciones que sean reales, efectivas y proporcionadas al perjuicio sufrido.",Perdón público.,Trabajos comunitarios.,B,LO 3/2007 Art. 10
T08-0111,8,Las acciones positivas (art. 11) tienen como fin...,Otorgar privilegios.,Corregir situaciones patentes de desigualdad de hecho respecto de las mujeres.,Discriminar a los hombres.,Cumplir cuotas europeas.,B,LO 3/2007 Art. 11
T08-0112,8,La capacidad y legitimación para intervenir en litigios sobre discriminación se reconoce a...,Solo la víctima.,Las personas físicas y jurídicas con interés legítimo.,Solo el fiscal.,Solo la administración.,B,LO 3/2007 Art. 12
T08-0113,8,"En los procesos sobre discriminación, corresponde a la parte demandada probar...",Que la víctima miente.,Que las medidas adoptadas obedecen a motivos razonables y ajenos a todo propósito discriminatorio.,Que no sabía nada.,Que la ley es injusta.,B,LO 3/2007 Art. 13
T08-0114,8,El criterio de actuación de las Administraciones Públicas para la igualdad se basa en...,La pasividad.,Remover los obstáculos que impliquen la pervivencia de cualquier tipo de discriminación.,Sancionar a los ciudadanos.,Crear impuestos especiales.,B,LO 3/2007 Art. 51
T08-0115,8,Las Administraciones Públicas promoverán la igualdad en el empleo público...,Solo en el acceso.,"En el acceso, la formación y la promoción profesional.",Solo en las retribuciones.,Solo en los permisos.,B,LO 3/2007 Art. 51
T08-0116,8,El principio de presencia equilibrada se aplica a los nombramientos de...,Personal laboral.,Titulares de órganos directivos de la AGE.,Becarios.,Contratistas.,B,LO 3/2007 Art. 52
T08-0117,8,Los órganos de selección del personal de la AGE responderán al principio de...,Jerarquía.,Presencia equilibrada de mujeres y hombres.,Antigüedad.,Especialización técnica.,B,LO 3/2007 Art. 53
T08-0118,8,"Si no es posible mantener la paridad en un tribunal de selección, se deberá...",Anular la convocatoria.,Motivar las razones fundadas y objetivas.,Pedir perdón.,Sustituir a todos los miembros.,B,LO 3/2007 Art. 53
