id,tema,pregunta,a,b,c,d,correcta,ref
11,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 11 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
12,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 12 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
13,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 13 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
14,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 14 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
15,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 15 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
16,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 16 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
17,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 17 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
18,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 18 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
19,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 19 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
20,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 20 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
21,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 21 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
22,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 22 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
23,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 23 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
24,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 24 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
25,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 25 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
26,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 26 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
27,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 27 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
28,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 28 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
29,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 29 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
30,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 30 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
31,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 31 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
32,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 32 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
33,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 33 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
34,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 34 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
35,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 35 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
36,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 36 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
37,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 37 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
38,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 38 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
39,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 39 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
40,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 40 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
41,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 41 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
42,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 42 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
43,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 43 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
44,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 44 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
45,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 45 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
46,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 46 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
47,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 47 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
48,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 48 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
49,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 49 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
50,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 50 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
51,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 51 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
52,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 52 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
53,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 53 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
54,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 54 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
55,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 55 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
56,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 56 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
57,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 57 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
58,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 58 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
59,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 59 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
60,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 60 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
61,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 61 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
62,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 62 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
63,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 63 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
64,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 64 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
65,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 65 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
66,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 66 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
67,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 67 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
68,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 68 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
69,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 69 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
70,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 70 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
71,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 71 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
72,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 72 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
73,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 73 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
74,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 74 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
75,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 75 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
76,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 76 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
77,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 77 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
78,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 78 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
79,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 79 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
80,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 80 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
81,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 81 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
82,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 82 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
83,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 83 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
84,Tema 4 - Sector público institucional,"Según la Ley 40/2015, ¿qué afirma correctamente la pregunta avanzada 84 sobre el sector público institucional?",Que se rige exclusivamente por derecho privado,Que incluye únicamente organismos autónomos,"Que se somete a principios de legalidad, eficiencia y sostenibilidad financiera",Que queda fuera del control presupuestario,c,"Ley 40/2015, Título II"
