id,tema,pregunta,a,b,c,d,correcta,ref
T03-0030,3,"Según la ficha del Polígono Industrial Balaídos, ¿a qué distancia aproximada se sitúa el aeropuerto?",10 km,15 km,5 km,25 km,c,ZFV web · Balaídos
T03-0031,3,"Según la ficha del Parque empresarial de Bouzas, ¿a qué distancia aproximada se sitúa el aeropuerto?",25 km,15 km,5 km,10 km,d,ZFV web · Bouzas
T03-0032,3,¿Qué objetivo principal tiene un polígono industrial en el contexto de ordenación del suelo?,Concentrar actividades productivas en suelo planificado con infraestructuras y servicios comunes,Impedir el acceso a redes de transporte,Destinar el suelo a usos exclusivamente residenciales,Sustituir la planificación urbanística municipal,a,Tema3.pdf · Introducción
T03-0033,3,"En la gestión de parques empresariales, ¿qué se entiende por 'parcelación'?",Sustitución de la titularidad pública por privada,División del suelo en parcelas resultantes aptas para edificación o implantación de usos,Asignación de usos dotacionales a edificios existentes,Agrupación de parcelas para crear una única finca matriz,b,Tema3.pdf · Conceptos
T03-0034,3,¿Qué infraestructura suele considerarse crítica para la funcionalidad logística de un parque empresarial?,Accesos viarios de alta capacidad conectados a autopistas/arterias principales,Equipamiento hospitalario completo dentro del parque,Únicamente zonas verdes ornamentales,Redes de alumbrado doméstico sin media tensión,a,Tema3.pdf · Infraestructuras
T03-0035,3,"En un parque empresarial, una 'nave industrial' se caracteriza típicamente por:",Instalaciones deportivas públicas de acceso libre,Espacio diáfano de gran luz para producción/almacenaje con altura libre significativa,Viviendas adosadas con patios interiores,Edificios exclusivamente administrativos con despachos,b,Tema3.pdf · Tipologías
T03-0036,3,¿Cuál es la diferencia clave entre un 'parque tecnológico' y un polígono industrial tradicional?,Ausencia total de infraestructuras de transporte,Prohibición de actividades de servicios,Uso exclusivo residencial,"Mayor orientación a I+D, servicios avanzados y empresas de base tecnológica",d,Tema3.pdf · Tipologías
T03-0037,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a movilidad interna?",Eliminar toda señalización para reducir costes,Diseñar viales jerarquizados con radios de giro aptos para vehículos pesados,No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0038,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a servicios comunes?",No considerar el tráfico pesado en el dimensionado,Eliminar toda señalización para reducir costes,"Centralizar mantenimiento, seguridad, limpieza y gestión de residuos",Depender solo de soluciones improvisadas tras la ocupación,c,Tema3.pdf · Criterios de diseño
T03-0039,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a suministro eléctrico?",Disponer de red de media tensión y centros de transformación dimensionados,No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,Eliminar toda señalización para reducir costes,a,Tema3.pdf · Criterios de diseño
T03-0040,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a saneamiento?",Depender solo de soluciones improvisadas tras la ocupación,Eliminar toda señalización para reducir costes,No considerar el tráfico pesado en el dimensionado,Separar redes de pluviales y fecales para evitar sobrecargas y vertidos,d,Tema3.pdf · Criterios de diseño
T03-0041,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a telecomunicaciones?",Eliminar toda señalización para reducir costes,Prever canalizaciones y arquetas para fibra y redes corporativas,No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0042,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a seguridad?",Eliminar toda señalización para reducir costes,Depender solo de soluciones improvisadas tras la ocupación,"Control de accesos, CCTV y planes de emergencia coordinados",No considerar el tráfico pesado en el dimensionado,c,Tema3.pdf · Criterios de diseño
T03-0043,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a paisajismo?",Eliminar toda señalización para reducir costes,Integrar zonas verdes funcionales como amortiguación y drenaje sostenible,No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0044,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a compatibilidad de usos?",Depender solo de soluciones improvisadas tras la ocupación,Evitar incompatibilidades (ruido/emisiones) con usos sensibles,Eliminar toda señalización para reducir costes,No considerar el tráfico pesado en el dimensionado,b,Tema3.pdf · Criterios de diseño
T03-0045,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a drenaje?",Eliminar toda señalización para reducir costes,Depender solo de soluciones improvisadas tras la ocupación,No considerar el tráfico pesado en el dimensionado,Implantar soluciones SUDS para controlar escorrentía y picos de caudal,d,Tema3.pdf · Criterios de diseño
T03-0046,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a tráfico pesado?",Eliminar toda señalización para reducir costes,Dimensionar firmes y glorietas para cargas y maniobras de camiones,No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0047,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a residuos?",No considerar el tráfico pesado en el dimensionado,Habilitar puntos limpios/áreas de acopio con gestión contractual,Eliminar toda señalización para reducir costes,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0048,3,"En el diseño de un polígono/parque empresarial, ¿qué medida es más adecuada respecto a incendios?",Eliminar toda señalización para reducir costes,"Asegurar hidrantes, caudales y accesos de bomberos a todas las parcelas",No considerar el tráfico pesado en el dimensionado,Depender solo de soluciones improvisadas tras la ocupación,b,Tema3.pdf · Criterios de diseño
T03-0049,3,¿Cuál de los siguientes parques tiene mayor número de empresas según sus fichas?,A Granxa,Porto do Molle,PTL,Balaídos,a,ZFV web · comparativa
T03-0050,3,¿Cuál presenta mayor cifra de empleo asociado en las fichas disponibles?,Polígono Industrial Balaídos,Porto do Molle,A Granxa,PTL,a,ZFV web · comparativa
T03-0051,3,¿Qué parque se asocia explícitamente a un carácter 'tecnológico y logístico'?,PTL,A Granxa,Bouzas,Balaídos,a,ZFV web · PTL
T03-0052,3,¿En qué parque se menciona una oferta de naves 'bioclimáticas'?,Balaídos,A Granxa,Bouzas,Porto do Molle,d,ZFV web · Porto do Molle
T03-0053,3,¿En qué recinto se describe una 'explanada' logística de 100.000 m²?,A Granxa,Porto do Molle,Bouzas,PTL,c,ZFV web · Bouzas
T03-0054,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?",Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Licenciar primero y estudiar impactos después,Eliminar condicionantes ambientales para acelerar trámites,b,Tema3.pdf · Compatibilidad de usos
T03-0055,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,a,Tema3.pdf · Planeamiento
T03-0056,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,17.595,27.945,20.700,15.525,c,ZFV web · Balaídos
T03-0057,3,"Según la ficha del parque, ¿qué distancia aproximada hay al puerto desde PTL?","4,8 km",8 km,"11,2 km","16,0 km",b,ZFV web · PTL
T03-0058,3,¿Qué rentabilidad (%) se indica para PTL en la ficha?,"6,58%","2,19%","8,78%","4,39%",d,ZFV web · PTL
T03-0059,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,d,Tema3.pdf · Planeamiento
T03-0060,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en PTL?",Licenciar primero y estudiar impactos después,Eliminar condicionantes ambientales para acelerar trámites,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0061,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0062,3,Selecciona la superficie que corresponde a A Granxa.,1.259.751 m²,699.861 m²,1.073.121 m²,933.149 m²,d,ZFV web · A Granxa
T03-0063,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,c,Tema3.pdf · Planeamiento
T03-0064,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0065,3,¿Qué cifra de empleo se atribuye a A Granxa en su ficha?,8.625,7.500,8.250,5.625,b,ZFV web · A Granxa
T03-0066,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,c,Tema3.pdf · Planeamiento
T03-0067,3,"Según la ficha del parque, ¿qué distancia aproximada hay a la frontera con Portugal desde PTL?","15,6 km","52,0 km","36,4 km",26 km,d,ZFV web · PTL
T03-0068,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?",Licenciar primero y estudiar impactos después,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Autorizar cualquier uso sin evaluar impactos,Eliminar condicionantes ambientales para acelerar trámites,b,Tema3.pdf · Compatibilidad de usos
T03-0069,3,¿Qué característica se considera crítica para la conectividad logística de Porto do Molle?,Conexión rápida a autopistas y ejes viarios principales,Ausencia de viales interiores,Desconexión deliberada de los accesos,Accesos únicamente peatonales,a,Tema3.pdf · Infraestructuras
T03-0070,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,18.630,17.595,22.770,20.700,d,ZFV web · Balaídos
T03-0071,3,"En Bouzas, ¿cuál es la superficie del Aula de Educación Vial indicada en la ficha?",75 m²,86 m²,56 m²,63 m²,a,ZFV web · Bouzas
T03-0072,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en PTL?",Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Eliminar condicionantes ambientales para acelerar trámites,c,Tema3.pdf · Compatibilidad de usos
T03-0073,3,"En Bouzas, ¿cuál es la superficie del edificio de cafetería indicada en la ficha?",314 m²,357 m²,286 m²,214 m²,c,ZFV web · Bouzas
T03-0074,3,"Según la ficha del parque, ¿qué distancia aproximada hay a Santiago desde Balaídos?","123,2 km",88 km,"176,0 km","52,8 km",b,ZFV web · Balaídos
T03-0075,3,¿Qué cifra de empleo se atribuye a PTL en su ficha?,6.037,4.725,5.250,7.087,c,ZFV web · PTL
T03-0076,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,b,Tema3.pdf · Planeamiento
T03-0077,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Porto do Molle?",Autorizar cualquier uso sin evaluar impactos,Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0078,3,Selecciona la superficie que corresponde a Bouzas.,176.000 m²,216.000 m²,136.000 m²,160.000 m²,d,ZFV web · Bouzas
T03-0079,3,"Según la ficha del parque, ¿qué distancia aproximada hay a Santiago desde Balaídos?","123,2 km","176,0 km",88 km,"52,8 km",c,ZFV web · Balaídos
T03-0080,3,"Según la ficha del parque, ¿qué distancia aproximada hay al centro de Vigo desde PTL?","7,5 km","4,5 km","10,5 km","15,0 km",a,ZFV web · PTL
T03-0081,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,27.945,23.804,20.700,15.525,c,ZFV web · Balaídos
T03-0082,3,"Según la ficha del parque, ¿qué distancia aproximada hay a la frontera con Portugal desde Balaídos?","56,0 km","39,2 km",28 km,"16,8 km",c,ZFV web · Balaídos
T03-0083,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,a,Tema3.pdf · Planeamiento
T03-0084,3,¿Qué cifra de empleo se atribuye a Porto do Molle en su ficha?,5.520,5.280,4.800,4.320,c,ZFV web · Porto do Molle
T03-0085,3,Selecciona la superficie que corresponde a Balaídos.,1.000.000 m²,1.100.000 m²,1.250.000 m²,1.350.000 m²,a,ZFV web · Balaídos
T03-0086,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0087,3,¿Qué rentabilidad (%) se indica para PTL en la ficha?,"4,39%","2,19%","6,58%","8,78%",a,ZFV web · PTL
T03-0088,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,Una memoria de marketing sin normativa,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,c,Tema3.pdf · Planeamiento
T03-0089,3,Selecciona la superficie que corresponde a A Granxa.,933.149 m²,839.834 m²,1.073.121 m²,793.176 m²,a,ZFV web · A Granxa
T03-0090,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,c,Tema3.pdf · Planeamiento
T03-0091,3,¿Qué cifra de empleo se atribuye a PTL en su ficha?,5.250,4.462,5.775,7.087,a,ZFV web · PTL
T03-0092,3,¿Qué cifra de empleo se atribuye a A Granxa en su ficha?,7.500,10.125,6.375,8.250,a,ZFV web · A Granxa
T03-0093,3,Selecciona la superficie que corresponde a Balaídos.,1.350.000 m²,1.100.000 m²,1.150.000 m²,1.000.000 m²,d,ZFV web · Balaídos
T03-0094,3,"En Bouzas, ¿cuál es la superficie del Aula de Educación Vial indicada en la ficha?",63 m²,82 m²,93 m²,75 m²,d,ZFV web · Bouzas
T03-0095,3,Selecciona la superficie que corresponde a A Granxa.,1.259.751 m²,933.149 m²,793.176 m²,839.834 m²,b,ZFV web · A Granxa
T03-0096,3,Selecciona la superficie que corresponde a Porto do Molle.,1.388.853 m²,1.028.780 m²,771.585 m²,925.902 m²,b,ZFV web · Porto do Molle
T03-0097,3,"Según la ficha del parque, ¿qué distancia aproximada hay al centro de Vigo desde PTL?","15,0 km","7,5 km","4,5 km","10,5 km",b,ZFV web · PTL
T03-0098,3,¿Qué rentabilidad (%) se indica para Porto do Molle en la ficha?,"1,98%","7,92%","3,96%","5,94%",c,ZFV web · Porto do Molle
T03-0099,3,¿Qué cifra de empleo se atribuye a Porto do Molle en su ficha?,3.600,4.800,5.280,4.080,b,ZFV web · Porto do Molle
T03-0100,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,25.875,18.630,20.700,15.525,c,ZFV web · Balaídos
T03-0101,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,20.700,25.875,15.525,23.804,a,ZFV web · Balaídos
T03-0102,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,c,Tema3.pdf · Planeamiento
T03-0103,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?",Eliminar condicionantes ambientales para acelerar trámites,Autorizar cualquier uso sin evaluar impactos,Licenciar primero y estudiar impactos después,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0104,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,15.525,20.700,25.875,18.630,b,ZFV web · Balaídos
T03-0105,3,¿Qué cifra de empleo se atribuye a A Granxa en su ficha?,8.250,5.625,9.375,7.500,d,ZFV web · A Granxa
T03-0106,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,Una memoria de marketing sin normativa,a,Tema3.pdf · Planeamiento
T03-0107,3,¿Qué rentabilidad (%) se indica para A Granxa en la ficha?,"9,12%","6,08%","3,04%","12,16%",b,ZFV web · A Granxa
T03-0108,3,"Según la ficha del parque, ¿qué distancia aproximada hay al puerto desde PTL?","11,2 km",8 km,"4,8 km","16,0 km",b,ZFV web · PTL
T03-0109,3,¿Qué cifra de empleo se atribuye a Porto do Molle en su ficha?,3.600,6.480,4.800,5.280,c,ZFV web · Porto do Molle
T03-0110,3,¿Qué cifra de empleo se atribuye a Balaídos en su ficha?,20.700,27.945,17.595,25.875,a,ZFV web · Balaídos
T03-0111,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Bouzas?",Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",d,Tema3.pdf · Compatibilidad de usos
T03-0112,3,Selecciona la superficie que corresponde a PTL.,1.265.000 m²,825.000 m²,990.000 m²,1.100.000 m²,d,ZFV web · PTL
T03-0113,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,El contrato de suministro eléctrico,Un catálogo publicitario del polígono,a,Tema3.pdf · Planeamiento
T03-0114,3,"En Bouzas, ¿cuál es la capacidad del auditorio del edificio de servicios indicada en la ficha?",150 personas,100 personas,250 personas,75 personas,b,ZFV web · Bouzas
T03-0115,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Balaídos?",Eliminar condicionantes ambientales para acelerar trámites,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,b,Tema3.pdf · Compatibilidad de usos
T03-0116,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,El contrato de suministro eléctrico,a,Tema3.pdf · Planeamiento
T03-0117,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,El contrato de suministro eléctrico,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,a,Tema3.pdf · Planeamiento
T03-0118,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en Porto do Molle?","Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Autorizar cualquier uso sin evaluar impactos,Eliminar condicionantes ambientales para acelerar trámites,Licenciar primero y estudiar impactos después,a,Tema3.pdf · Compatibilidad de usos
T03-0119,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Un catálogo publicitario del polígono,Una memoria de marketing sin normativa,El contrato de suministro eléctrico,a,Tema3.pdf · Planeamiento
T03-0120,3,"En un desarrollo de parque empresarial, ¿qué decisión reduce más el riesgo de conflictos de uso en PTL?",Eliminar condicionantes ambientales para acelerar trámites,"Definir un cuadro de usos compatibles y condicionantes (ruido, emisiones, tráfico) antes de licenciar",Licenciar primero y estudiar impactos después,Autorizar cualquier uso sin evaluar impactos,b,Tema3.pdf · Compatibilidad de usos
T03-0121,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,Un catálogo publicitario del polígono,b,Tema3.pdf · Planeamiento
T03-0122,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El contrato de suministro eléctrico,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,c,Tema3.pdf · Planeamiento
T03-0123,3,Selecciona la superficie que corresponde a Balaídos.,1.350.000 m²,750.000 m²,1.000.000 m²,1.150.000 m²,c,ZFV web · Balaídos
T03-0124,3,Selecciona la superficie que corresponde a A Granxa.,1.026.463 m²,1.259.751 m²,699.861 m²,933.149 m²,d,ZFV web · A Granxa
T03-0125,3,Selecciona la superficie que corresponde a Balaídos.,1.100.000 m²,750.000 m²,1.150.000 m²,1.000.000 m²,d,ZFV web · Balaídos
T03-0126,3,"En evaluación de implantación en un polígono industrial, ¿qué documento es más útil para verificar compatibilidad urbanística?",Un catálogo publicitario del polígono,El planeamiento vigente (PGOU/plan parcial) y sus ordenanzas de uso y edificación,Una memoria de marketing sin normativa,El contrato de suministro eléctrico,b,Tema3.pdf · Planeamiento
